종목코드,종목명,상장일,분류체계,운용사,수익률(최근 1년),기초지수,추적오차,순자산총액,괴리율,변동성,복제방법,총보수,과세유형
"152380","KODEX 국채선물10년","2012/01/20","채권-국공채-장기","삼성자산운용","6.22","10년국채선물지수","0.13","48196538518","0.01","매우낮음","실물(패시브)","0.070000","배당소득세(보유기간과세)"
"176950","KODEX 국채선물10년인버스","2013/05/31","채권-국공채-장기","삼성자산운용","-0.42","10년국채선물지수","0.10","6413502571","-0.14","매우낮음","실물(패시브)","0.070000","배당소득세(보유기간과세)"
"292770","KODEX 국채선물3년인버스","2018/04/13","채권-국공채-중기","삼성자산운용","2.16","국채선물지수","0.11","15108433161","-0.07","매우낮음","실물(패시브)","0.050000","배당소득세(보유기간과세)"
"276990","KODEX 글로벌로봇(합성)","2017/08/17","주식-업종섹터-업종테마","삼성자산운용","12.44","ROBO Global Robotics & Automation UCITS Price Return Index","0.81","21857865881","-0.95","보통","합성(패시브)","0.260000","배당소득세(보유기간과세)"
"476070","KODEX 글로벌비만치료제TOP2 Plus","2024/02/14","주식-업종섹터-업종테마","삼성자산운용","0.00","iSelect 글로벌 비만치료제TOP2 Plus 지수(PR)","0.74","86429282285","-1.42","매우높음","실물(패시브)","0.450000","배당소득세(보유기간과세)"
"498410","KODEX 금융고배당TOP10타겟위클리커버드콜","2024/12/17","주식-전략-구조화","삼성자산운용","0.00","코스피 200 금융 고배당 TOP 10 타겟 분배 위클리 커버드콜 지수","0.00","29430885335","0.00","매우낮음","실물(패시브)","0.390000","배당소득세(보유기간과세)"
"102960","KODEX 기계장비","2008/05/29","주식-업종섹터-산업재","삼성자산운용","2.68","KRX 기계장비","0.31","10453651834","0.11","매우높음","실물(패시브)","0.450000","비과세"
"404260","KODEX 기후변화솔루션","2021/10/29","주식-전략-전략테마","삼성자산운용","-24.65","KRX 기후변화 솔루션지수","0.58","9032136611","-0.36","매우높음","실물(패시브)","0.090000","비과세"
"273140","KODEX 단기변동금리부채권액티브","2017/06/29","채권-혼합-단기","삼성자산운용","3.50","KAP 단기변동금리부은행채권지수","0.05","178829734140","-0.01","매우낮음","실물(액티브)","0.150000","배당소득세(보유기간과세)"
"153130","KODEX 단기채권","2012/02/22","채권-국공채-단기","삼성자산운용","3.46","KRW Cash 지수(총수익)","0.03","687245148920","0.00","매우낮음","실물(패시브)","0.150000","배당소득세(보유기간과세)"
"214980","KODEX 단기채권PLUS","2015/03/03","채권-혼합-단기","삼성자산운용","3.71","KRW Cash PLUS 지수(총수익)","0.05","1641191269557","0.01","매우낮음","실물(패시브)","0.150000","배당소득세(보유기간과세)"
"487950","KODEX 대만테크고배당다우존스","2024/07/23","주식-전략-배당","삼성자산운용","0.00","Dow Jones Taiwan Technology Dividend 30 Index(TWD)(PR)","0.75","16286728001","0.52","매우높음","실물(패시브)","0.450000","배당소득세(보유기간과세)"
"122630","KODEX 레버리지","2010/02/22","주식-시장대표","삼성자산운용","-14.77","코스피 200","3.91","2286515227083","-0.47","매우높음","실물(패시브)","0.600000","배당소득세(보유기간과세)"
"488770","KODEX 머니마켓액티브","2024/08/06","채권-혼합-단기","삼성자산운용","0.00","KAP MMF 지수(TR)","0.02","4004995260449","0.00","매우낮음","실물(액티브)","0.050000","배당소득세(보유기간과세)"
"321410","KODEX 멀티에셋하이인컴(H)","2019/06/05","혼합자산","삼성자산운용","1.84","Morningstar Multi-Asset High Income 10% Capped Index","1.68","4849058548","-0.14","낮음","실물(패시브)","0.250000","배당소득세(보유기간과세)"
"337120","KODEX 멀티팩터","2019/11/14","주식-전략-혼합/퀀트","삼성자산운용","-2.45","FnGuide 멀티팩터 지수","0.63","7112022931","0.56","보통","실물(패시브)","0.300000","비과세"
"244620","KODEX 모멘텀Plus","2016/05/13","주식-전략-성장","삼성자산운용","1.89","FnGuide 모멘텀 Plus 지수","0.47","5929664513","0.13","높음","실물(패시브)","0.300000","비과세"
"308620","KODEX 미국10년국채선물","2018/10/19","채권-국공채-장기","삼성자산운용","7.90","S&P 10-Year U.S. Treasury Note Futures KRW(ER)","0.86","61804025240","0.00","매우낮음","실물(패시브)","0.090000","배당소득세(보유기간과세)"
"484790","KODEX 미국30년국채액티브(H)","2024/06/18","채권-국공채-장기","삼성자산운용","0.00","KEDI-KAP 미국 국채 20+ 지수(TR)","3.54","303413408433","0.04","보통","실물(액티브)","0.015000","배당소득세(보유기간과세)"
"304660","KODEX 미국30년국채울트라선물(H)","2018/09/12","채권-국공채-장기","삼성자산운용","-7.73","S&P Ultra T-Bond Futures Index(ER)","0.65","299946806510","0.12","낮음","실물(패시브)","0.260000","배당소득세(보유기간과세)"
"304670","KODEX 미국30년국채울트라선물인버스(H)","2018/09/12","채권-국공채-장기","삼성자산운용","9.66","S&P Ultra T-Bond Futures Index(ER)","1.32","7001744259","-0.25","낮음","실물(패시브)","0.260000","배당소득세(보유기간과세)"
"481060","KODEX 미국30년국채타겟커버드콜(합성 H)","2024/04/30","채권-국공채-장기","삼성자산운용","0.00","Bloomberg U.S.Treasury 20+ Year(TLT)+ 12% Premium Covered Call index(TR)","0.42","460138211236","0.06","낮음","합성(패시브)","0.250000","배당소득세(보유기간과세)"
"487230","KODEX 미국AI전력핵심인프라","2024/07/09","주식-업종섹터-업종테마","삼성자산운용","0.00","iSelect 미국AI전력핵심인프라 지수(Price Return)","0.55","238715709904","-0.56","매우높음","실물(패시브)","0.450000","배당소득세(보유기간과세)"
"485540","KODEX 미국AI테크TOP10","2024/06/25","주식-업종섹터-업종테마","삼성자산운용","0.00","KEDI 미국AI테크 TOP10 지수(PR)","0.39","97054735020","0.22","매우높음","실물(패시브)","0.300000","배당소득세(보유기간과세)"
"483280","KODEX 미국AI테크TOP10타겟커버드콜","2024/05/28","주식-전략-구조화","삼성자산운용","0.00","KEDI 미국 AI 테크 TOP10+15%프리미엄 지수(Total Return)","2.01","348285782766","-0.46","매우높음","실물(패시브)","0.390000","배당소득세(보유기간과세)"
"428560","KODEX 미국ETF산업Top10 Indxx","2022/05/17","주식-업종섹터-업종테마","삼성자산운용","37.51","Indxx US ETF Industry Top10 Index(Price Return)","0.59","10653976507","-0.29","낮음","실물(패시브)","0.500000","배당소득세(보유기간과세)"
"449180","KODEX 미국S&P500(H)","2022/12/02","주식-시장대표","삼성자산운용","25.42","S&P 500","0.21","415833270967","-0.24","낮음","실물(패시브)","0.009000","배당소득세(보유기간과세)"
"379800","KODEX 미국S&P500TR","2021/04/09","주식-시장대표","삼성자산운용","44.02","S&P 500 Total Return Index","0.12","3050770738959","-0.20","낮음","실물(패시브)","0.009000","배당소득세(보유기간과세)"
"453660","KODEX 미국S&P500경기소비재","2023/03/21","주식-업종섹터-경기소비재","삼성자산운용","48.10","S&P Consumer Discretionary Select Sector Index(Price Return)","0.20","13942122028","-0.21","보통","실물(패시브)","0.250000","배당소득세(보유기간과세)"
"453650","KODEX 미국S&P500금융","2023/03/21","주식-업종섹터-금융","삼성자산운용","45.44","S&P Financial Select Sector Index(Price Return)","0.26","27228352929","-0.07","보통","실물(패시브)","0.250000","배당소득세(보유기간과세)"
"276970","KODEX 미국S&P500배당귀족커버드콜(합성 H)","2017/08/10","주식-전략-구조화","삼성자산운용","-1.66","S&P500 Dividend Aristocrats Covered Call(7.2% Premium) Index","0.15","40398555467","-0.18","매우낮음","합성(패시브)","0.260000","배당소득세(보유기간과세)"
"200030","KODEX 미국S&P500산업재(합성)","2014/06/12","주식-업종섹터-산업재","삼성자산운용","34.42","S&P Select Sector Industrial Index","0.07","25644284942","-0.30","보통","합성(패시브)","0.210000","배당소득세(보유기간과세)"
"219480","KODEX 미국S&P500선물(H)","2015/05/29","주식-시장대표","삼성자산운용","24.98","S&P 500 Futures Total Return Index","0.54","146979383912","-0.19","낮음","실물(패시브)","0.050000","배당소득세(보유기간과세)"
"218420","KODEX 미국S&P500에너지(합성)","2015/04/28","주식-업종섹터-에너지화학","삼성자산운용","14.15","S&P Select Sector Energy Index","0.18","25101184234","-0.27","높음","합성(패시브)","0.210000","배당소득세(보유기간과세)"
"463640","KODEX 미국S&P500유틸리티","2023/08/01","주식-업종섹터-업종테마","삼성자산운용","32.25","S&P Utilities Select Sector Index(Price Return)","0.39","16811101701","-0.75","보통","실물(패시브)","0.250000","배당소득세(보유기간과세)"
"463690","KODEX 미국S&P500커뮤니케이션","2023/08/01","주식-업종섹터-커뮤니케이션서비스","삼성자산운용","58.86","S&P Communication Services Select Sector Index(Price Return)","0.29","13260467386","-0.18","보통","실물(패시브)","0.250000","배당소득세(보유기간과세)"
"463680","KODEX 미국S&P500테크놀로지","2023/08/01","주식-업종섹터-정보기술","삼성자산운용","40.49","S&P Technology Select Sector Index(Price Return)","0.20","21301099257","-0.23","높음","실물(패시브)","0.250000","배당소득세(보유기간과세)"
"453630","KODEX 미국S&P500필수소비재","2023/03/21","주식-업종섹터-생활소비재","삼성자산운용","28.35","S&P Consumer Staples Select Sector Index(Price Return)","0.42","11919216264","-0.41","낮음","실물(패시브)","0.250000","배당소득세(보유기간과세)"
"453640","KODEX 미국S&P500헬스케어","2023/03/21","주식-업종섹터-헬스케어","삼성자산운용","14.18","S&P Health Care Select Sector Index(Price Return)","0.32","23758942450","-0.20","낮음","실물(패시브)","0.250000","배당소득세(보유기간과세)"
"185680","KODEX 미국S&P바이오(합성)","2013/10/31","주식-업종섹터-헬스케어","삼성자산운용","22.50","S&P Biotechnology Select Industry Index","0.36","17947658925","-0.32","매우높음","합성(패시브)","0.210000","배당소득세(보유기간과세)"
"449190","KODEX 미국나스닥100(H)","2022/12/02","주식-시장대표","삼성자산운용","29.95","NASDAQ 100","0.24","337065064339","-0.11","보통","실물(패시브)","0.009000","배당소득세(보유기간과세)"
"379810","KODEX 미국나스닥100TR","2021/04/09","주식-시장대표","삼성자산운용","48.77","NASDAQ-100 Total Return Index","0.11","1704967074146","-0.08","보통","실물(패시브)","0.009000","배당소득세(보유기간과세)"
"494300","KODEX 미국나스닥100데일리커버드콜OTM","2024/10/22","주식-전략-구조화","삼성자산운용","0.00","NASDAQ-100 Daily Covered Call 101 Index(TR)","0.59","114898490463","-0.03","보통","실물(패시브)","0.250000","배당소득세(보유기간과세)"
"409820","KODEX 미국나스닥100레버리지(합성 H)","2021/12/09","주식-시장대표","삼성자산운용","63.12","NASDAQ 100","0.66","222716042129","-0.42","매우높음","합성(패시브)","0.300000","배당소득세(보유기간과세)"
"304940","KODEX 미국나스닥100선물(H)","2018/08/30","주식-시장대표","삼성자산운용","29.42","NASDAQ 100","0.69","122441149933","-0.09","보통","실물(패시브)","0.050000","배당소득세(보유기간과세)"
"409810","KODEX 미국나스닥100선물인버스(H)","2021/12/09","주식-시장대표","삼성자산운용","-21.41","NASDAQ 100","0.72","17923175993","0.33","보통","실물(패시브)","0.300000","배당소득세(보유기간과세)"
"455030","KODEX 미국달러SOFR금리액티브(합성)","2023/04/04","기타","삼성자산운용","17.21","Bloomberg SOFR Daily Total Return Index","0.25","441996049260","0.00","매우낮음","합성(액티브)","0.150000","배당소득세(보유기간과세)"
"261240","KODEX 미국달러선물","2016/12/27","통화-미국달러","삼성자산운용","16.66","미국달러선물지수","0.49","59994427262","-0.04","매우낮음","실물(패시브)","0.210000","배당소득세(보유기간과세)"
"261250","KODEX 미국달러선물레버리지","2016/12/27","통화-미국달러","삼성자산운용","30.25","미국달러선물지수","1.10","38940084154","-0.13","보통","실물(패시브)","0.450000","배당소득세(보유기간과세)"
"261270","KODEX 미국달러선물인버스","2016/12/27","통화-미국달러","삼성자산운용","-9.85","미국달러선물지수","0.48","47437437903","-0.06","매우낮음","실물(패시브)","0.410000","배당소득세(보유기간과세)"
"261260","KODEX 미국달러선물인버스2X","2016/12/27","통화-미국달러","삼성자산운용","-21.48","미국달러선물지수","0.96","155123119514","0.01","낮음","실물(패시브)","0.410000","배당소득세(보유기간과세)"
"280930","KODEX 미국러셀2000(H)","2017/11/09","주식-시장대표","삼성자산운용","14.13","FTSE Russell 2000 Index","1.24","48410224946","-0.13","높음","실물(패시브)","0.410000","배당소득세(보유기간과세)"
"411420","KODEX 미국메타버스나스닥액티브","2021/12/22","주식-업종섹터-업종테마","삼성자산운용","80.51","Nasdaq CB Insights Metaverse US Index (Price Return)","12.80","62141694933","-0.31","매우높음","실물(액티브)","0.500000","배당소득세(보유기간과세)"
"390390","KODEX 미국반도체MV","2021/06/30","주식-업종섹터-업종테마","삼성자산운용","61.51","MVIS US Listed Semiconductor 25 Index","0.24","535643113477","-0.53","매우높음","실물(패시브)","0.090000","배당소득세(보유기간과세)"
"489250","KODEX 미국배당다우존스","2024/08/13","주식-전략-배당","삼성자산운용","0.00","Dow Jones U.S. Dividend 100 Price Return Index","0.39","296120944891","-0.04","낮음","실물(패시브)","0.009000","배당소득세(보유기간과세)"
"483290","KODEX 미국배당다우존스타겟커버드콜","2024/05/28","주식-전략-배당","삼성자산운용","0.00","Dow Jones U.S. Dividend 100 10% Premium Covered Call Index(Total Return)","0.85","114983077505","-0.06","낮음","실물(패시브)","0.390000","배당소득세(보유기간과세)"
"441640","KODEX 미국배당커버드콜액티브","2022/09/27","주식-시장대표","삼성자산운용","21.89","S&P 500","6.84","120489276468","-0.20","낮음","실물(액티브)","0.190000","배당소득세(보유기간과세)"
"352560","KODEX 미국부동산리츠(H)","2020/05/13","부동산-리츠","삼성자산운용","1.06","Dow Jones U.S. Real Estate PR Index","0.77","37778746782","-0.29","보통","실물(패시브)","0.090000","배당소득세(분리과세부동산ETF)"
"314250","KODEX 미국빅테크10(H)","2019/01/10","주식-업종섹터-업종테마","삼성자산운용","57.08","NYSE U.S. Big TECH 10 INDEX","0.35","632783610357","-0.08","매우높음","실물(패시브)","0.450000","배당소득세(보유기간과세)"
"473460","KODEX 미국서학개미","2023/12/27","주식-전략-전략테마","삼성자산운용","0.00","iSelect 서학개미 지수(PR)","0.62","73853740950","0.33","매우높음","실물(패시브)","0.250000","배당소득세(보유기간과세)"
"390400","KODEX 미국스마트모빌리티S&P","2021/06/30","주식-업종섹터-업종테마","삼성자산운용","1.72","S&P Kensho Smart Transportation","0.36","9009270189","-1.52","매우높음","실물(패시브)","0.090000","배당소득세(보유기간과세)"
"437080","KODEX 미국종합채권ESG액티브(H)","2022/08/09","채권-혼합-중기","삼성자산운용","1.83","Bloomberg MSCI US Aggregate 2bn ex Securitized SRI Capped Index(Total Return)","1.56","114067355412","0.00","매우낮음","실물(액티브)","0.180000","배당소득세(보유기간과세)"
"419420","KODEX 미국클린에너지나스닥","2022/03/22","주식-업종섹터-업종테마","삼성자산운용","-5.73","Nasdaq Clean Edge Green Energy Index (Price Return)","0.48","11177994910","-1.09","매우높음","실물(패시브)","0.450000","배당소득세(보유기간과세)"
"491090","KODEX 미국테크1조달러기업포커스","2024/09/10","주식-업종섹터-업종테마","삼성자산운용","0.00","KEDI 미국테크1조달러기업포커스 지수(Price Return)","0.23","33146139753","-0.49","높음","실물(패시브)","0.300000","배당소득세(보유기간과세)"
"266360","KODEX 미디어&엔터테인먼트","2017/03/28","주식-업종섹터-정보기술","삼성자산운용","-7.10","KRX 미디어&엔터테인먼트","0.20","41406746008","0.04","높음","실물(패시브)","0.450000","비과세"
"244580","KODEX 바이오","2016/05/13","주식-업종섹터-업종테마","삼성자산운용","4.28","FnGuide 바이오 지수","0.65","144943005599","-0.60","매우높음","실물(패시브)","0.419000","비과세"
"091160","KODEX 반도체","2006/06/27","주식-업종섹터-정보기술","삼성자산운용","-15.81","KRX 반도체","0.49","474340847022","-0.27","매우높음","실물(패시브)","0.450000","비과세"
"494310","KODEX 반도체레버리지","2024/10/22","주식-업종섹터-정보기술","삼성자산운용","0.00","KRX 반도체","2.96","56509511902","-1.38","매우높음","실물(패시브)","0.490000","배당소득세(보유기간과세)"
"325020","KODEX 배당가치","2019/05/31","주식-전략-배당","삼성자산운용","2.56","FnGuide SLV 배당가치 지수","1.24","101791650528","-0.07","높음","실물(패시브)","0.300000","비과세"
"211900","KODEX 배당성장","2014/12/17","주식-전략-배당","삼성자산운용","10.11","코스피 배당성장 50","0.94","16004562484","0.02","보통","실물(패시브)","0.150000","비과세"
"237370","KODEX 배당성장채권혼합","2016/01/27","혼합자산-주식+채권","삼성자산운용","6.69","배당성장채권혼합지수","0.75","23408947452","-0.04","매우낮음","실물(패시브)","0.160000","배당소득세(보유기간과세)"
"244670","KODEX 밸류Plus","2016/05/13","주식-전략-가치","삼성자산운용","-6.80","FnGuide 벨류 Plus 지수","0.48","3982589592","-0.19","보통","실물(패시브)","0.300000","비과세"
"140700","KODEX 보험","2011/04/26","주식-업종섹터-금융","삼성자산운용","18.71","KRX 보험","2.89","21877646399","0.03","매우높음","실물(패시브)","0.450000","비과세"
"102780","KODEX 삼성그룹","2008/05/21","주식-전략-기업그룹","삼성자산운용","-9.22","삼성그룹","0.48","1019156170735","-0.17","높음","실물(패시브)","0.220000","비과세"
"213610","KODEX 삼성그룹밸류","2015/01/08","주식-전략-기업그룹","삼성자산운용","-10.66","WISE 삼성그룹 밸류 인덱스","0.35","20301555423","-0.17","높음","실물(패시브)","0.090000","비과세"
"448330","KODEX 삼성전자채권혼합","2022/11/29","혼합자산-주식+채권","삼성자산운용","-5.01","Wise 삼성전자채권혼합 지수","0.39","70982655004","-0.03","매우낮음","실물(패시브)","0.070000","배당소득세(보유기간과세)"
"251350","KODEX 선진국MSCI World","2016/08/17","주식-시장대표","삼성자산운용","34.56","MSCI World","1.43","393064619235","-0.20","낮음","실물(패시브)","0.300000","배당소득세(해외주식투자전용ETF)"
"325010","KODEX 성장주","2019/05/31","주식-전략-성장","삼성자산운용","-6.96","FnGuide 성장 지수(PR)","0.25","81261503855","-0.32","높음","실물(패시브)","0.300000","비과세"
"395160","KODEX 시스템반도체","2021/07/30","주식-업종섹터-업종테마","삼성자산운용","-15.53","FnGuide 시스템반도체 지수","0.43","28174792355","0.00","매우높음","실물(패시브)","0.450000","비과세"
"446690","KODEX 아시아AI반도체exChina액티브","2023/02/01","주식-업종섹터-업종테마","삼성자산운용","15.69","iSelect 아시아반도체 제조동맹 지수(시장가격)","10.94","8157125821","0.13","매우높음","실물(액티브)","0.500000","배당소득세(보유기간과세)"
"437070","KODEX 아시아달러채권ESG플러스액티브","2022/08/09","채권-혼합-중기","삼성자산운용","16.31","Bloomberg MSCI EM Asia Investment Grade Credit SRI Index(Total Return)","1.61","62503703352","-0.17","매우낮음","실물(액티브)","0.180000","배당소득세(보유기간과세)"
"117460","KODEX 에너지화학","2009/10/12","주식-업종섹터-에너지화학","삼성자산운용","-36.77","KRX 에너지화학","0.47","18784808944","-0.34","매우높음","실물(패시브)","0.450000","비과세"
"140710","KODEX 운송","2011/04/26","주식-업종섹터-산업재","삼성자산운용","7.31","KRX 운송","0.81","13516501568","-0.32","높음","실물(패시브)","0.450000","비과세"
"395150","KODEX 웹툰&드라마","2021/07/30","주식-업종섹터-업종테마","삼성자산운용","-24.01","FnGuide 웹툰&드라마 지수","0.49","16391049977","-0.56","매우높음","실물(패시브)","0.450000","비과세"
"456250","KODEX 유럽명품TOP10 STOXX","2023/04/25","주식-업종섹터-업종테마","삼성자산운용","7.17","STOXX Europe Luxury 10 Index(Price Return)","1.02","13835640324","-1.28","높음","실물(패시브)","0.450000","배당소득세(보유기간과세)"
"400570","KODEX 유럽탄소배출권선물ICE(H)","2021/09/30","기타","삼성자산운용","-10.02","ICE EUA Carbon Futures Index(Excess Return)","1.52","38594563188","-0.11","매우높음","실물(패시브)","0.640000","배당소득세(보유기간과세)"
"144600","KODEX 은선물(H)","2011/07/18","원자재-금속-은","삼성자산운용","20.88","S&P GSCI Silver Index(TR)","1.18","84014629668","-0.49","매우높음","실물(패시브)","0.600000","배당소득세(보유기간과세)"
"091170","KODEX 은행","2006/06/27","주식-업종섹터-금융","삼성자산운용","26.06","KRX 은행","2.48","324353875953","-0.30","매우높음","실물(패시브)","0.300000","비과세"
"453810","KODEX 인도Nifty50","2023/04/21","주식-시장대표","삼성자산운용","22.12","Nifty 50 Index","0.49","502747166759","-1.46","보통","실물(패시브)","0.190000","배당소득세(보유기간과세)"
"453820","KODEX 인도Nifty50레버리지(합성)","2023/04/21","주식-시장대표","삼성자산운용","42.48","Nifty 50 Index","1.31","40394852607","-2.44","매우높음","합성(패시브)","0.390000","배당소득세(보유기간과세)"
"477730","KODEX 인도타타그룹","2024/05/08","주식-전략-기업그룹","삼성자산운용","0.00","Nifty India Corporate Group Index - Tata Group 25% Cap(PR)","1.44","47212894283","-1.41","보통","실물(패시브)","0.450000","배당소득세(보유기간과세)"
"114800","KODEX 인버스","2009/09/16","주식-시장대표","삼성자산운용","5.01","코스피 200 선물지수","0.15","532910937689","0.16","높음","실물(패시브)","0.600000","배당소득세(보유기간과세)"
"101280","KODEX 일본TOPIX100","2008/02/20","주식-시장대표","삼성자산운용","22.27","TOPIX100","1.28","24763842474","-0.93","보통","실물(패시브)","0.370000","배당소득세(해외주식투자전용ETF)"
"352540","KODEX 일본부동산리츠(H)","2020/05/13","부동산-리츠","삼성자산운용","-11.68","Tokyo Stock Exchange REIT Index","1.43","18967486301","-0.26","낮음","실물(패시브)","0.300000","배당소득세(분리과세부동산ETF)"
"091180","KODEX 자동차","2006/06/27","주식-업종섹터-경기소비재","삼성자산운용","-2.53","KRX 자동차","1.60","477107093843","-0.31","매우높음","실물(패시브)","0.450000","비과세"
"363570","KODEX 장기종합채권(AA-이상)액티브","2020/09/25","채권-혼합-장기","삼성자산운용","9.67","KAP 한국장기종합채권지수(AA-이상, 총수익)","0.20","148090178114","0.08","매우낮음","실물(액티브)","0.045000","배당소득세(보유기간과세)"
"273130","KODEX 종합채권(AA-이상)액티브","2017/06/29","채권-혼합-중기","삼성자산운용","6.93","KAP 한국종합채권지수","0.11","2822375929193","0.02","매우낮음","실물(액티브)","0.045000","배당소득세(보유기간과세)"
"102970","KODEX 증권","2008/05/29","주식-업종섹터-금융","삼성자산운용","15.29","KRX 증권","1.47","31554064691","-0.31","매우높음","실물(패시브)","0.450000","비과세"
"419430","KODEX 차이나2차전지MSCI(합성)","2022/03/22","주식-업종섹터-업종테마","삼성자산운용","27.09","MSCI China all shares IMI Select Batteries Index(Price Return)","1.73","24754936667","-0.99","매우높음","합성(패시브)","0.250000","배당소득세(보유기간과세)"
"169950","KODEX 차이나A50","2013/01/21","주식-시장대표","삼성자산운용","33.84","FTSE China A50 Index","2.75","25812797806","-0.54","높음","실물(패시브)","0.120000","배당소득세(해외주식투자전용ETF)"
"283580","KODEX 차이나CSI300","2017/12/13","주식-시장대표","삼성자산운용","27.04","CSI 300 Index","2.90","99063442966","0.52","높음","실물(패시브)","0.120000","배당소득세(해외주식투자전용ETF)"
"099140","KODEX 차이나H","2007/10/10","주식-시장대표","삼성자산운용","38.95","Hang Seng China H","1.11","41533105672","0.09","매우높음","실물(패시브)","0.120000","배당소득세(해외주식투자전용ETF)"
"204450","KODEX 차이나H레버리지(H)","2014/09/12","주식-시장대표","삼성자산운용","39.87","Hang Seng China H","3.58","55593869844","-0.53","매우높음","실물(패시브)","0.640000","배당소득세(보유기간과세)"
"415340","KODEX 차이나과창판STAR50(합성)","2022/01/13","주식-시장대표","삼성자산운용","23.73","STAR 50 Index(Price Return)","1.28","16206696628","-2.02","매우높음","합성(패시브)","0.090000","배당소득세(보유기간과세)"
"428510","KODEX 차이나메타버스액티브","2022/05/17","주식-업종섹터-업종테마","삼성자산운용","24.08","Bloomberg Greater China Media & Tech Index(Price Return)","9.62","5957360497","-0.54","매우높음","실물(액티브)","0.500000","배당소득세(보유기간과세)"
"256750","KODEX 차이나심천ChiNext(합성)","2016/11/08","주식-시장대표","삼성자산운용","25.54","SZSE ChiNext Price Index","0.81","28398273418","0.04","매우높음","합성(패시브)","0.430000","배당소득세(보유기간과세)"
"372330","KODEX 차이나항셍테크","2020/12/16","주식-업종섹터-업종테마","삼성자산운용","29.82","Hang Seng TECH Index","0.48","191455536315","-0.31","매우높음","실물(패시브)","0.110000","배당소득세(보유기간과세)"
"117680","KODEX 철강","2009/10/30","주식-업종섹터-철강소재","삼성자산운용","-2.23","KRX 철강","1.25","14354509457","-1.30","매우높음","실물(패시브)","0.450000","비과세"
"279540","KODEX 최소변동성","2017/10/17","주식-전략-변동성","삼성자산운용","-1.39","KRX 최소변동성지수","0.66","6166862898","-0.18","보통","실물(패시브)","0.260000","비과세"
"495850","KODEX 코리아밸류업","2024/11/04","주식-시장대표","삼성자산운용","0.00","코리아 밸류업 지수","0.06","198520991943","-0.09","높음","실물(패시브)","0.008000","비과세"
"229200","KODEX 코스닥150","2015/10/01","주식-시장대표","삼성자산운용","-14.41","코스닥 150","0.19","1206261226006","-0.03","매우높음","실물(패시브)","0.210000","비과세"
"233740","KODEX 코스닥150레버리지","2015/12/17","주식-시장대표","삼성자산운용","-34.67","코스닥 150","7.66","1719828204053","-0.28","매우높음","실물(패시브)","0.600000","배당소득세(보유기간과세)"
"360150","KODEX 코스닥150롱코스피200숏선물","2020/08/21","주식-전략-전략테마","삼성자산운용","-7.04","코스닥150 롱 100% 코스피200 숏 100% 선물지수","1.27","7530039928","0.24","보통","실물(패시브)","0.640000","배당소득세(보유기간과세)"
"251340","KODEX 코스닥150선물인버스","2016/08/10","주식-시장대표","삼성자산운용","10.83","F-코스닥150 지수","0.54","257315399998","-0.54","매우높음","실물(패시브)","0.600000","배당소득세(보유기간과세)"
"461450","KODEX 코스닥글로벌","2023/06/29","주식-시장대표","삼성자산운용","-3.94","코스닥 글로벌 지수","0.21","10256458438","-0.16","매우높음","실물(패시브)","0.090000","비과세"
"226490","KODEX 코스피","2015/08/24","주식-시장대표","삼성자산운용","-3.78","코스피","0.61","379796840433","0.19","보통","실물(패시브)","0.150000","비과세"
"237350","KODEX 코스피100","2016/01/27","주식-시장대표","삼성자산운용","-5.24","코스피 100","0.74","32992555733","0.02","높음","실물(패시브)","0.150000","비과세"
"359210","KODEX 코스피TR","2020/07/21","주식-시장대표","삼성자산운용","-1.76","코스피 TR","0.26","28214546709","-0.06","보통","실물(패시브)","0.070000","배당소득세(보유기간과세)"
"337140","KODEX 코스피대형주","2019/11/14","주식-규모-대형주","삼성자산운용","-3.61","코스피 대형주","0.72","9490549676","0.06","높음","실물(패시브)","0.150000","비과세"
"138920","KODEX 콩선물(H)","2011/03/15","원자재-농산물-콩","삼성자산운용","-26.42","S&P GSCI Soybeans Index(TR)","1.02","6333326281","0.37","보통","실물(패시브)","0.600000","배당소득세(보유기간과세)"
"244660","KODEX 퀄리티Plus","2016/05/13","주식-전략-혼합/퀀트","삼성자산운용","-2.83","FnGuide 퀄리티 Plus 지수","0.51","4145448171","-0.55","낮음","실물(패시브)","0.300000","비과세"
"375770","KODEX 탄소효율그린뉴딜","2021/02/05","주식-전략-전략테마","삼성자산운용","-5.74","KRX/S&P 탄소효율 그린뉴딜지수","0.69","21170176683","-0.09","높음","실물(패시브)","0.090000","비과세"
"459560","KODEX 테슬라밸류체인FactSet","2023/06/08","주식-업종섹터-업종테마","삼성자산운용","54.65","FactSet TSLA Value Chain Index(PR)","44.42","19018696170","0.10","매우높음","실물(패시브)","0.180000","배당소득세(보유기간과세)"
"475080","KODEX 테슬라커버드콜채권혼합액티브","2024/01/23","혼합자산-주식+채권","삼성자산운용","0.00","KEDI 테슬라 인컴 프리미엄 밸런스드 지수(TR)","4.29","221902035735","0.66","낮음","실물(액티브)","0.390000","배당소득세(보유기간과세)"
"266410","KODEX 필수소비재","2017/03/28","주식-업종섹터-생활소비재","삼성자산운용","1.01","KRX 필수소비재","0.44","11777832997","-0.20","보통","실물(패시브)","0.450000","비과세"
