일자,종목코드,종목명,관리여부,종가,EPS,PER,BPS,PBR,주당배당금,배당수익률
2019/07/12,098660,에스티오,-,"3,680",-,-,"3,901",0.94,140,3.8
2019/07/12,099190,아이센스,-,"25,550","1,651",15.48,"13,171",1.94,150,0.59
2019/07/12,099410,동방선기,-,"2,380",-,-,"2,133",1.12,0,0
2019/07/12,099520,ITX엠투엠,-,"1,640",-,-,900,1.82,0,0
2019/07/12,100590,머큐리,-,"10,100","1,112",9.08,"4,600",2.2,0,0
2019/07/12,100700,세운메디칼,-,"4,020",223,18.03,"1,971",2.04,50,1.24
2019/07/12,101170,우림기계,-,"3,840",320,12,"6,548",0.59,60,1.56
2019/07/12,101490,에스앤에스텍,-,"7,690",236,32.58,"4,037",1.9,50,0.65
2019/07/12,101670,코리아에스이,-,"1,565",-,-,"1,644",0.95,0,0
2019/07/12,101680,한국정밀기계,관리종목,"2,410",-,-,"6,839",0.35,0,0
2019/07/12,101730,조이맥스,-,"6,470",-,-,"2,625",2.46,0,0
2019/07/12,101930,인화정공,-,"4,880",-,-,"15,225",0.32,0,0
2019/07/12,102710,이엔에프테크놀로지,-,"22,150","2,041",10.85,"15,585",1.42,100,0.45
2019/07/12,103230,에스앤더블류,-,"4,255",-,-,"5,864",0.73,0,0
2019/07/12,104040,대성파인텍,-,"1,555",95,16.37,"1,649",0.94,0,0
2019/07/12,104200,NHN벅스,-,"6,770",407,16.63,"4,253",1.59,0,0
2019/07/12,104480,티케이케미칼,-,"3,100",329,9.42,"2,856",1.09,0,0
2019/07/12,105330,케이엔더블유,-,"4,610",109,42.29,"6,989",0.66,0,0
2019/07/12,105550,트루윈,-,"7,440",-,-,"1,994",3.73,0,0
2019/07/12,106190,하이텍팜,-,"13,000",368,35.33,"14,579",0.89,50,0.38
2019/07/12,108380,대양전기공업,-,"13,000","1,350",9.63,"20,439",0.64,0,0
2019/07/12,108490,로보티즈,-,"15,650",241,64.94,"5,467",2.86,0,0
2019/07/12,109080,옵티시스,-,"7,270",566,12.84,"6,286",1.16,70,0.96
2019/07/12,109860,동일금속,-,"11,700","1,466",7.98,"15,690",0.75,230,1.97
2019/07/12,109960,에이프로젠 H&G,-,674,71,9.49,"1,217",0.55,0,0
2019/07/12,110020,전진바이오팜,-,"13,900",-,-,826,16.83,0,0
2019/07/12,111710,남화산업,-,"7,650",236,32.42,"6,444",1.19,40,0.52
2019/07/12,114450,KPX생명과학,-,"4,670",-,-,"3,941",1.18,0,0
2019/07/12,114630,우노앤컴퍼니,-,"3,720",-,-,"4,957",0.75,100,2.69
2019/07/12,114810,아이원스,-,"5,950",398,14.95,"9,442",0.63,0,0
2019/07/12,115160,휴맥스,-,"5,970",-,-,"15,886",0.38,0,0
2019/07/12,115310,인포바인,-,"21,900","4,434",4.94,"24,632",0.89,950,4.34
2019/07/12,115480,씨유메디칼,-,"2,450",112,21.88,"2,987",0.82,0,0
2019/07/12,115570,스타플렉스,-,"4,535",845,5.37,"11,031",0.41,100,2.21
2019/07/12,115610,이미지스,-,"3,765",-,-,"2,524",1.49,0,0
2019/07/12,117730,티로보틱스,-,"12,300","1,132",10.87,"5,993",2.05,0,0
2019/07/12,118990,모트렉스,-,"3,625",53,68.4,"4,503",0.81,0,0
2019/07/12,119500,포메탈,-,"3,095",177,17.49,"3,661",0.85,60,1.94
2019/07/12,119860,다나와,-,"23,500","1,271",18.49,"6,879",3.42,320,1.36
2019/07/12,120240,대정화금,-,"14,650","1,501",9.76,"16,125",0.91,300,2.05
2019/07/12,121600,나노신소재,-,"18,450",717,25.73,"8,132",2.27,140,0.76
2019/07/12,122690,서진오토모티브,-,"2,320",-,-,"5,051",0.46,0,0
2019/07/12,123410,코리아에프티,-,"2,705",144,18.78,"4,127",0.66,60,2.22
2019/07/12,123420,선데이토즈,-,"20,250","1,060",19.1,"14,313",1.41,0,0
2019/07/12,123570,이엠넷,-,"3,415",190,17.97,"2,337",1.46,20,0.59
2019/07/12,126600,코프라,-,"3,740",229,16.33,"4,817",0.78,70,1.87
2019/07/12,126700,하이비젼시스템,-,"9,340","1,603",5.83,"7,827",1.19,100,1.07
2019/07/12,128540,에코캡,-,"3,305",185,17.86,"4,481",0.74,0,0
2019/07/12,131030,디에이치피코리아,-,"8,590",613,14.01,"5,729",1.5,100,1.16
2019/07/12,131180,딜리,-,"2,045",89,22.98,"1,960",1.04,35,1.71
2019/07/12,131220,대한과학,-,"5,440",242,22.48,"3,440",1.58,60,1.1
2019/07/12,131390,피앤이솔루션,-,"12,150",766,15.86,"4,556",2.67,100,0.82
2019/07/12,131970,테스나,-,"47,600","2,433",19.56,"11,891",4,170,0.36
2019/07/12,133750,메가엠디,-,"2,125",53,40.09,"2,595",0.82,50,2.35
2019/07/12,134060,이퓨쳐,-,"7,010",74,94.73,"3,538",1.98,0,0
2019/07/12,134580,디엠티,-,"2,585",135,19.15,"2,572",1.01,0,0
2019/07/12,136480,하림,-,"2,940",-,-,"3,405",0.86,0,0
2019/07/12,138070,신진에스엠,-,"5,920",361,16.4,"7,745",0.76,75,1.27
2019/07/12,138080,오이솔루션,-,"68,900",334,206.29,"8,792",7.84,120,0.17
2019/07/12,138580,비즈니스온,-,"17,800",555,32.07,"3,710",4.8,234,1.31
2019/07/12,140070,서플러스글로벌,-,"2,600",553,4.7,"3,332",0.78,40,1.54
2019/07/12,140520,대창스틸,-,"3,015",-,-,"4,809",0.63,100,3.32
2019/07/12,140670,알에스오토메이션,-,"9,420",113,83.36,"4,341",2.17,0,0
2019/07/12,141000,비아트론,-,"10,750","2,021",5.32,"10,669",1.01,100,0.93
2019/07/12,141070,맥스로텍,-,"1,480",74,20,"1,342",1.1,0,0
2019/07/12,143160,아이디스,-,"23,350",420,55.6,"14,166",1.65,250,1.07
2019/07/12,143240,사람인에이치알,-,"23,900","1,515",15.78,"7,702",3.1,390,1.63
2019/07/12,147760,마이크로프랜드,-,"5,250",-,-,"4,256",1.23,0,0
2019/07/12,147830,제룡산업,-,"6,510",323,20.15,"5,530",1.18,100,1.54
2019/07/12,149950,아바텍,-,"8,370",510,16.41,"8,779",0.95,100,1.19
2019/07/12,151860,KG ETS,-,"3,720",317,11.74,"4,170",0.89,100,2.69
2019/07/12,153460,네이블,-,"3,660",-,-,"3,731",0.98,0,0
2019/07/12,153490,우리이앤엘,-,827,41,20.17,"1,124",0.74,0,0
2019/07/12,155650,와이엠씨,-,"5,720",813,7.04,"4,271",1.34,200,3.5
2019/07/12,159580,제로투세븐,-,"13,000",-,-,"3,160",4.11,0,0
2019/07/12,160550,NEW,-,"4,390",-,-,"4,223",1.04,0,0
2019/07/12,160980,싸이맥스,-,"8,380","1,289",6.5,"9,737",0.86,250,2.98
2019/07/12,166480,코아스템,-,"9,630",-,-,"3,960",2.43,0,0
2019/07/12,170920,엘티씨,-,"12,800",114,112.28,"11,579",1.11,100,0.78
2019/07/12,171090,선익시스템,-,"8,010",576,13.91,"9,327",0.86,100,1.25
2019/07/12,173130,오파스넷,-,"9,530",680,14.01,"7,510",1.27,0,0
2019/07/12,173940,에프엔씨엔터,-,"7,700",-,-,"4,501",1.71,0,0
2019/07/12,175140,인포마크,-,"11,050",34,325,"5,969",1.85,0,0
2019/07/12,177350,베셀,-,"3,795",118,32.16,"2,729",1.39,100,2.64
2019/07/12,179900,유티아이,-,"24,250",408,59.44,"3,753",6.46,100,0.41
2019/07/12,182360,큐브엔터,-,"3,305",41,80.61,629,5.25,0,0
2019/07/12,183300,코미코,-,"26,500","3,363",7.88,"10,722",2.47,400,1.51
2019/07/12,187270,신화콘텍,-,"3,170",-,-,"5,056",0.63,0,0
2019/07/12,187420,제노포커스,-,"6,980",-,-,"2,762",2.53,0,0
2019/07/12,187870,디바이스이엔지,-,"12,100","2,087",5.8,"8,964",1.35,185,1.53
2019/07/12,189860,서전기전,-,"4,220",347,12.16,"3,806",1.11,50,1.18
2019/07/12,189980,흥국에프엔비,-,"8,950",393,22.77,"8,137",1.1,100,1.12
2019/07/12,192250,케이사인,-,"1,545",-,-,773,2,0,0
2019/07/12,193250,와이제이엠게임즈,-,"2,000",-,-,"1,435",1.39,0,0
2019/07/12,194480,데브시스터즈,-,"8,790",-,-,"10,438",0.84,0,0
2019/07/12,194510,파티게임즈,관리종목,536,604,0.89,"1,248",0.43,0,0
2019/07/12,194700,노바렉스,-,"24,000","1,204",19.93,"8,766",2.74,200,0.83
2019/07/12,196300,애니젠,-,"11,400",-,-,"4,265",2.67,0,0
2019/07/12,196700,웹스,-,"2,475",-,-,"2,849",0.87,0,0
2019/07/12,203450,유니온커뮤니티,-,"3,135",253,12.39,"2,211",1.42,70,2.23
2019/07/12,203650,드림시큐리티,-,"4,340",90,48.22,672,6.46,0,0
2019/07/12,204630,화이브라더스코리아,-,"2,830",5,566,"1,548",1.83,0,0
2019/07/12,204840,지엘팜텍,-,"2,230",-,-,218,10.23,0,0
2019/07/12,204990,현성바이탈,-,"1,965",-,-,"1,706",1.15,0,0
2019/07/12,205470,휴마시스,-,"1,710",-,-,575,2.97,0,0
2019/07/12,208340,파멥신,-,"43,350",-,-,"9,521",4.55,0,0
2019/07/12,208350,지란지교시큐리티,-,"1,780",50,35.6,995,1.79,12,0.67
2019/07/12,211270,AP위성,-,"6,930",-,-,"5,428",1.28,0,0
2019/07/12,212560,네오오토,-,"5,090",736,6.92,"9,846",0.52,60,1.18
2019/07/12,213090,미래테크놀로지,-,"9,510",-,-,"9,081",1.05,120,1.26
2019/07/12,214150,클래시스,-,"12,900",242,53.31,824,15.66,14,0.11
2019/07/12,214430,아이쓰리시스템,-,"22,350","1,408",15.87,"9,961",2.24,270,1.21
2019/07/12,217190,제너셈,-,"2,520",-,-,"2,083",1.21,0,0
2019/07/12,217330,싸이토젠,-,"10,950",-,-,"3,912",2.8,0,0
2019/07/12,217500,러셀,-,"2,455",2,"1,227.5","1,031",2.38,20,0.81
2019/07/12,217820,엔에스,-,"10,100",658,15.35,"5,540",1.82,150,1.49
2019/07/12,218150,미래생명자원,-,"3,300",105,31.43,"1,522",2.17,0,0
2019/07/12,219750,지티지웰니스,-,"11,450",-,-,"3,148",3.64,0,0
2019/07/12,220100,퓨쳐켐,-,"14,700",-,-,"2,862",5.14,0,0
2019/07/12,221840,하이즈항공,-,"5,630",51,110.39,"4,171",1.35,31,0.55
2019/07/12,221980,케이디켐,-,"12,850","1,722",7.46,"17,928",0.72,500,3.89
2019/07/12,222110,팬젠,-,"8,620",-,-,"2,794",3.09,0,0
2019/07/12,222800,심텍,-,"5,830",208,28.03,"8,739",0.67,160,2.74
2019/07/12,222980,한국맥널티,-,"10,650",137,77.74,"5,546",1.92,0,0
2019/07/12,224110,에이텍티앤,-,"8,610",582,14.79,"8,826",0.98,100,1.16
2019/07/12,226400,오스테오닉,-,"3,685",-,-,"3,369",1.09,0,0
2019/07/12,227100,디자인,-,"9,430",174,54.2,"5,787",1.63,0,0
2019/07/12,228340,동양파일,-,"5,650",-,-,"6,876",0.82,0,0
2019/07/12,228850,레이언스,-,"14,600",984,14.84,"10,962",1.33,100,0.68
2019/07/12,232140,와이아이케이,-,"2,755",477,5.78,"1,783",1.55,0,0
2019/07/12,234920,자이글,-,"9,700",-,-,"6,077",1.6,0,0
2019/07/12,236200,슈프리마,-,"32,300","1,608",20.09,"15,342",2.11,0,0
2019/07/12,237750,피앤씨테크,-,"7,400",359,20.61,"8,869",0.83,0,0
2019/07/12,238120,로고스바이오,-,"12,800",-,-,"5,811",2.2,0,0
2019/07/12,239610,에이치엘사이언스,-,"92,800","2,147",43.22,"12,249",7.58,300,0.32
2019/07/12,241690,유니테크노,-,"11,950",469,25.48,"5,274",2.27,0,0
2019/07/12,243840,신흥에스이씨,-,"42,600","1,468",29.02,"12,812",3.33,150,0.35
2019/07/12,245620,EDGC,-,"5,490",-,-,"1,235",4.45,0,0
2019/07/12,246720,아스타,-,"6,810",-,-,"2,584",2.64,0,0
2019/07/12,250060,모비스,-,"2,810",-,-,754,3.73,0,0
2019/07/12,251370,와이엠티,-,"26,050",992,26.26,"8,617",3.02,0,0
2019/07/12,252500,세화피앤씨,-,"3,065",56,54.73,"1,247",2.46,10,0.33
2019/07/12,255440,야스,-,"25,550","2,776",9.2,"10,748",2.38,500,1.96
2019/07/12,256940,케이피에스,-,"11,200","1,594",7.03,"7,224",1.55,100,0.89
2019/07/12,257370,명성티엔에스,-,"15,000",323,46.44,"5,925",2.53,0,0
2019/07/12,257730,신한제3호스팩,-,"2,310",-,-,-,-,0,0
2019/07/12,258790,케이비제11호스팩,-,"2,250",-,-,-,-,0,0
2019/07/12,258830,세종메디칼,-,"13,950",606,23.02,"6,353",2.2,0,0
2019/07/12,259630,엠플러스,-,"17,500",309,56.63,"7,646",2.29,0,0
2019/07/12,261200,하나금융9호스팩,-,"2,185",-,-,-,-,0,0
2019/07/12,263720,디앤씨미디어,-,"15,800",410,38.54,"3,033",5.21,0,0
2019/07/12,263860,지니언스,-,"5,220",287,18.19,"3,390",1.54,0,0
2019/07/12,264290,한화에이스스팩3호,-,"2,370",-,-,-,-,0,0
2019/07/12,264450,유비쿼스,-,"40,000","2,906",13.76,"15,630",2.56,600,1.5
2019/07/12,265480,미래에셋대우스팩1호,-,"2,295",-,-,-,-,0,0
2019/07/12,265520,AP시스템,-,"25,200","1,812",13.91,"6,964",3.62,150,0.6
2019/07/12,265560,영화테크,-,"10,050",737,13.64,"8,890",1.13,100,1
2019/07/12,269620,시스웍,-,"2,595",268,9.68,"2,004",1.29,30,1.16
2019/07/12,270520,하나금융10호스팩,-,"2,200",-,-,-,-,0,0
2019/07/12,270870,뉴트리,-,"18,900",313,60.38,"5,420",3.49,100,0.53
2019/07/12,271740,한국제5호스팩,-,"2,175",-,-,-,-,0,0
2019/07/12,273060,엔에이치스팩12호,-,"2,215",-,-,-,-,0,0
2019/07/12,277070,린드먼아시아,-,"4,930",281,17.54,"3,070",1.61,73,1.48
2019/07/12,277480,신한제4호스팩,-,"2,140",-,-,-,-,0,0
2019/07/12,279410,한화에이스스팩4호,-,"2,150",-,-,-,-,0,0
2019/07/12,281410,한국제6호스팩,-,"2,170",-,-,-,-,0,0
2019/07/12,281740,동부스팩5호,-,"2,195",-,-,-,-,0,0
2019/07/12,284620,하나금융11호스팩,-,"2,130",-,-,-,-,0,0
2019/07/12,287410,유안타제3호스팩,-,"2,140",-,-,-,-,0,0
2019/07/12,288620,에스퓨얼셀,-,"20,600",325,63.38,"5,246",3.93,50,0.24
2019/07/12,290120,대유에이피,-,"15,300",981,15.6,"3,796",4.03,200,1.31
2019/07/12,290380,대유,-,"13,600",838,16.23,"6,724",2.02,220,1.62
2019/07/12,290670,대보마그네틱,-,"46,500","1,254",37.08,"9,191",5.06,0,0
2019/07/12,290720,푸드나무,-,"19,650","1,058",18.57,"7,046",2.79,100,0.51
2019/07/12,291210,한국제7호스팩,-,"2,150",-,-,-,-,0,0
2019/07/12,291230,삼성스팩2호,-,"2,130",-,-,-,-,0,0
2019/07/12,293580,나우아이비캐피탈,-,"4,485",279,16.08,"7,238",0.62,150,3.34
2019/07/12,299170,IBKS제10호스팩,-,"2,265",-,-,-,-,0,0
2019/07/12,302430,이노메트리,-,"34,700","1,498",23.16,"10,023",3.46,200,0.58
2019/07/12,306620,DB금융스팩6호,-,"2,120",-,-,-,-,,
2019/07/12,307070,SK4호스팩,-,"2,115",-,-,-,-,,
2019/07/12,307160,하나머스트제6호스팩,-,"2,190",-,-,-,-,,
2019/07/12,307180,신영스팩4호,-,"2,150",-,-,-,-,,
2019/07/12,307280,교보8호스팩,-,"2,180",-,-,-,-,,
2019/07/12,307750,대신밸런스제6호스팩,-,"2,125",-,-,-,-,,
2019/07/12,309930,삼성머스트스팩3호,-,"2,180",-,-,-,-,,
2019/07/12,310840,엔에이치스팩13호,-,"2,215",-,-,-,-,,
2019/07/12,310870,한국제8호스팩,-,"2,165",-,-,-,-,,
2019/07/12,311270,키움제5호스팩,-,"2,150",-,-,-,-,,
2019/07/12,114120,크루셜텍,-,"1,170",-,-,"1,300",0.9,0,0
2019/07/12,072470,우리산업홀딩스,-,"4,745",102,46.52,"7,255",0.65,50,1.05
2019/07/12,093380,풍강,-,"3,540",85,41.65,"6,075",0.58,40,1.13
2019/07/12,057030,와이비엠넷,-,"3,880",23,168.7,"2,579",1.5,100,2.58
2019/07/12,090740,연이정보통신,-,"5,540",157,35.29,"3,470",1.6,0,0
2019/07/12,102210,해덕파워웨이,관리종목,"1,100",-,-,"1,700",0.65,0,0
2019/07/12,100660,서암기계공업,-,"6,820",273,24.98,"4,760",1.43,50,0.73
2019/07/12,115440,우리넷,-,"9,050",293,30.89,"8,395",1.08,100,1.1
2019/07/12,033170,시그네틱스,-,"1,075",-,-,"1,719",0.63,0,0
2019/07/12,051380,피씨디렉트,-,"6,430",441,14.58,"4,325",1.49,100,1.56
2019/07/12,058220,아리온,-,791,-,-,279,2.84,0,0
2019/07/12,178320,서진시스템,-,"28,350","2,016",14.06,"11,982",2.37,200,0.71
2019/07/12,226440,한송네오텍,-,"1,760",-,-,436,4.04,0,0
2019/07/12,151910,나노스,-,"5,160",-,-,264,19.55,0,0
2019/07/12,035200,프럼파스트,-,"3,300",169,19.53,"3,656",0.9,0,0
2019/07/12,042110,에스씨디,-,"1,435",162,8.86,"2,120",0.68,30,2.09
2019/07/12,050540,한국코퍼레이션,-,"1,980",-,-,"1,102",1.8,0,0
2019/07/12,054930,유신,-,"22,300",-,-,"29,055",0.77,0,0
2019/07/12,290550,디케이티,-,"8,330",-,-,"3,516",2.37,0,0
2019/07/12,009520,포스코엠텍,-,"5,990",339,17.67,"2,119",2.83,80,1.34
2019/07/12,011320,유니크,-,"7,110",126,56.43,"4,640",1.53,0,0
2019/07/12,137940,넥스트아이,-,"2,250",-,-,"1,074",2.09,7,0.31
2019/07/12,007720,대명코퍼레이션,-,"2,090",-,-,"1,022",2.05,0,0
2019/07/12,080470,성창오토텍,-,"8,230",-,-,"5,229",1.57,50,0.61
2019/07/12,148140,비디아이,-,"8,930",103,86.7,"4,279",2.09,0,0
2019/07/12,225570,넷게임즈,-,"7,940",-,-,778,10.21,0,0
2019/07/12,033830,티비씨,-,"1,120",36,31.11,"1,066",1.05,10,0.89
2019/07/12,234100,세원,-,"3,025",63,48.02,"1,547",1.96,0,0
2019/07/12,044780,에이치케이,-,"1,745",77,22.66,"2,593",0.67,0,0
2019/07/12,049830,승일,-,"9,300","1,343",6.92,"23,178",0.4,170,1.83
2019/07/12,051780,큐로홀딩스,-,624,-,-,282,2.21,0,0
2019/07/12,104620,노랑풍선,-,"18,900","1,201",15.74,"10,042",1.88,370,1.96
2019/07/12,149940,모다,관리종목,155,-,-,516,0.3,0,0
2019/07/12,264660,씨앤지하이테크,-,"7,620","1,204",6.33,"6,723",1.13,200,2.62
2019/07/12,016920,카스,-,"1,735",122,14.22,"1,899",0.91,20,1.15
2019/07/12,012860,서연전자,-,"1,770",-,-,"4,545",0.39,20,1.13
2019/07/12,059090,미코,-,"5,740",452,12.7,"2,720",2.11,40,0.7
2019/07/12,127120,디엔에이링크,-,"3,790",-,-,"1,826",2.08,0,0
2019/07/12,026040,제이에스티나,-,"6,250",16,390.62,"4,329",1.44,50,0.8
2019/07/12,088130,동아엘텍,-,"8,920","1,563",5.71,"14,238",0.63,150,1.68
2019/07/12,033310,디케이디앤아이,-,"2,900",195,14.87,"2,346",1.24,0,0
2019/07/12,104460,동양피엔에프,-,"7,840","1,056",7.42,"4,563",1.72,150,1.91
2019/07/12,075130,플랜티넷,-,"6,170",165,37.39,"7,502",0.82,150,2.43
2019/07/12,154030,아시아종묘,-,"6,940",-,-,"2,037",3.41,0,0
2019/07/12,060480,국일신동,-,"6,500",100,65,"3,715",1.75,50,0.77
2019/07/12,215790,이노인스트루먼트,-,"5,000",-,-,"2,941",1.7,0,0
2019/07/12,036810,에프에스티,-,"7,400",941,7.86,"4,722",1.57,80,1.08
2019/07/12,039610,화성밸브,-,"7,940",313,25.37,"6,477",1.23,0,0
2019/07/12,027040,서울전자통신,-,"1,295",-,-,526,2.46,0,0
2019/07/12,032800,판타지오,-,732,-,-,539,1.36,0,0
2019/07/12,179290,엠아이텍,-,"4,460",16,278.75,"1,471",3.03,50,1.12
2019/07/12,016670,포비스티앤씨,-,"1,525",49,31.12,"1,472",1.04,0,0
2019/07/12,053580,웹케시,-,"50,300",994,50.6,"3,877",12.97,150,0.3
2019/07/12,014200,광림,-,"3,255",-,-,"1,548",2.1,0,0
2019/07/12,226360,이엑스티,-,"3,625",120,30.21,"1,472",2.46,60,1.66
2019/07/12,036170,씨티젠,-,"2,305",-,-,"2,571",0.9,0,0
2019/07/12,171120,라이온켐텍,-,"7,960",104,76.54,"5,568",1.43,200,2.51
2019/07/12,013310,아진산업,-,"2,600",-,-,"5,676",0.46,0,0
2019/07/12,044060,조광ILI,-,"5,990",483,12.4,"5,490",1.09,100,1.67
2019/07/12,109820,진매트릭스,-,"3,510",-,-,676,5.19,0,0
2019/07/12,166090,하나머티리얼즈,-,"14,650","1,892",7.74,"6,227",2.35,250,1.71
2019/07/12,042510,라온시큐어,-,"3,230",117,27.61,613,5.27,0,0
2019/07/12,090470,제이스텍,-,"10,800",557,19.39,"8,894",1.21,100,0.93
2019/07/12,018680,서울제약,-,"6,600",-,-,"5,929",1.11,0,0
2019/07/12,063760,이엘피,-,"12,450","3,022",4.12,"13,549",0.92,150,1.2
2019/07/12,275630,에스에스알,-,"8,550",242,35.33,"4,096",2.09,0,0
2019/07/12,058420,제이웨이,-,"1,080",-,-,650,1.66,0,0
2019/07/12,090850,이지웰페어,-,"8,570",209,41,"2,750",3.12,60,0.7
2019/07/12,143540,영우디에스피,-,"1,440",-,-,512,2.81,0,0
2019/07/12,221610,한솔씨앤피,-,"8,020",-,-,"6,206",1.29,0,0
2019/07/12,043260,성호전자,-,979,-,-,"1,367",0.72,0,0
2019/07/12,174900,앱클론,-,"43,550",-,-,"2,612",16.67,0,0
2019/07/12,033640,네패스,-,"33,800","1,126",30.02,"6,999",4.83,100,0.3
2019/07/12,123330,제닉,-,"6,740",-,-,"5,563",1.21,0,0
2019/07/12,144960,뉴파워프라즈마,-,"16,650","1,625",10.25,"15,676",1.06,0,0
2019/07/12,177830,파버나인,-,"4,420",458,9.65,"5,227",0.85,0,0
2019/07/12,182690,테라셈,관리종목,"1,565",-,-,390,4.01,0,0
2019/07/12,040350,큐로컴,-,"1,165",-,-,589,1.98,0,0
2019/07/12,086820,바이오솔루션,-,"33,200",201,165.17,"6,252",5.31,0,0
2019/07/12,094860,코닉글로리,-,590,-,-,247,2.39,0,0
2019/07/12,023440,제일제강,-,"2,015",14,143.93,"2,291",0.88,0,0
2019/07/12,053280,예스24,-,"7,250",-,-,"3,901",1.86,120,1.66
2019/07/12,057680,옴니텔,관리종목,"1,380",83,16.63,939,1.47,0,0
2019/07/12,010280,쌍용정보통신,-,"1,280",437,2.93,"1,090",1.17,0,0
2019/07/12,043590,크로바하이텍,관리종목,"1,490",-,-,"1,799",0.83,0,0
2019/07/12,049120,파인디앤씨,-,"2,125",69,30.8,"1,740",1.22,25,1.18
2019/07/12,100790,미래에셋벤처투자,-,"5,210",729,7.15,"4,556",1.14,0,0
2019/07/12,214270,퓨쳐스트림네트웍스,-,"1,455",42,34.64,451,3.23,0,0
2019/07/12,276920,IBKS제7호스팩,-,"2,285",-,-,-,-,0,0
2019/07/12,033790,스카이문스테크놀로지,관리종목,"1,495",-,-,"1,864",0.8,0,0
2019/07/12,044180,KD건설,관리종목,99,14,7.07,112,0.88,0,0
2019/07/12,047310,파워로직스,-,"11,600",696,16.67,"5,327",2.18,0,0
2019/07/12,069330,유아이디,관리종목,"1,805",-,-,"2,389",0.76,0,0
2019/07/12,089530,에이티세미콘,-,590,57,10.35,520,1.13,0,0
2019/07/12,122450,KMH,-,"6,560","2,115",3.1,"9,158",0.72,120,1.83
2019/07/12,168330,내츄럴엔도텍,관리종목,"5,330",-,-,"1,603",3.33,0,0
2019/07/12,043100,솔고바이오,관리종목,247,-,-,318,0.78,0,0
2019/07/12,043650,국순당,관리종목,"3,860",-,-,"11,872",0.33,260,6.74
2019/07/12,122800,썬텍,관리종목,"1,000",-,-,477,2.1,0,0
2019/07/12,123750,알톤스포츠,관리종목,"2,440",-,-,"2,207",1.11,0,0
2019/07/12,205500,액션스퀘어,관리종목,"2,720",-,-,456,5.96,0,0
2019/07/12,138360,에이씨티,관리종목,"4,480",-,-,"2,655",1.69,0,0
2019/07/12,142280,녹십자엠에스,-,"9,390",-,-,"1,605",5.85,0,0
2019/07/12,180400,캔서롭,관리종목,"7,740",-,-,"1,650",4.69,0,0
2019/07/12,197140,디지캡,-,"4,430",201,22.04,"3,606",1.23,0,0
2019/07/12,263020,디케이앤디,-,"5,690",570,9.98,"6,268",0.91,0,0
2019/07/12,007530,영신금속,관리종목,"1,745",250,6.98,"2,893",0.6,0,0
2019/07/12,046070,코다코,관리종목,"2,195",-,-,"2,073",1.06,0,0
2019/07/12,052770,와이디온라인,관리종목,805,-,-,23,35,0,0
2019/07/12,056730,포스링크,관리종목,"1,460",-,-,670,2.18,0,0
2019/07/12,079190,EMW,관리종목,"2,780",-,-,813,3.42,0,0
2019/07/12,080530,코디,관리종목,"3,590",-,-,"2,633",1.36,0,0
2019/07/12,106240,파인테크닉스,-,"1,580",-,-,"1,234",1.28,0,0
2019/07/12,111820,지와이커머스,관리종목,"2,250",-,-,"3,429",0.66,0,0
2019/07/12,114190,웰크론강원,-,"2,440",130,18.77,"3,142",0.78,0,0
2019/07/12,313750,유안타제4호스팩,-,"2,115",-,-,-,-,,
2019/07/12,066130,하츠,-,"6,670",122,54.67,"6,304",1.06,30,0.45
2019/07/12,066410,버킷스튜디오,-,"3,015",-,-,"1,030",2.93,0,0
2019/07/12,064520,바른전자,관리종목,418,-,-,230,1.82,0,0
2019/07/12,115530,씨엔플러스,관리종목,839,-,-,358,2.34,0,0
2019/07/12,277410,인산가,-,"1,740",-,-,984,1.77,20,1.15
2019/07/12,051160,지어소프트,-,"6,600",67,98.51,579,11.4,0,0
2019/07/12,228760,지노믹트리,-,"19,300",-,-,695,27.77,0,0
2019/07/12,317030,케이비17호스팩,-,"2,105",-,-,-,-,,
2019/07/12,018700,바른손,-,"2,205",-,-,"2,687",0.82,0,0
2019/07/12,020180,대신정보통신,-,"1,240",22,56.36,623,1.99,10,0.81
2019/07/12,021880,메이슨캐피탈,-,331,-,-,427,0.78,0,0
2019/07/12,024850,피에스엠씨,-,829,15,55.27,508,1.63,0,0
2019/07/12,033200,모아텍,-,"4,445",114,38.99,"5,148",0.86,0,0
2019/07/12,060310,3S,-,"3,330",-,-,704,4.73,0,0
2019/07/12,067010,이씨에스,-,"4,555",447,10.19,"5,763",0.79,200,4.39
2019/07/12,083660,CSA 코스믹,관리종목,"4,170",-,-,"1,196",3.49,0,0
2019/07/12,099750,이지케어텍,-,"17,150",716,23.95,"5,797",2.96,85,0.5
2019/07/12,104540,코렌텍,관리종목,"5,630",-,-,"3,030",1.86,0,0
2019/07/12,263690,디알젬,-,"7,730",466,16.59,"2,532",3.05,50,0.65
2019/07/12,112240,에스에프씨,관리종목,"1,815",-,-,"2,159",0.84,0,0
2019/07/12,125210,아모그린텍,-,"10,450",-,-,125,83.6,0,0
2019/07/12,134780,화진,관리종목,"3,060",-,-,"2,700",1.13,0,0
2019/07/12,043290,케이맥,-,"11,900","1,127",10.56,"8,075",1.47,0,0
2019/07/12,238200,비피도,-,"25,700",345,74.49,"10,936",2.35,0,0
2019/07/12,241820,피씨엘,-,"8,320",-,-,"1,090",7.63,0,0
2019/07/12,065710,서호전기,-,"23,950","1,056",22.68,"12,102",1.98,500,2.09
